material,x_mm,extreme,estimator,mean_time_ns,n_events_used,n_events_excluded,median_n_boundary_encounters,median_path_length_mm,fraction_cherenkov,theta_q05_deg,theta_median_deg,theta_q95_deg,pulse_model,tau_rise_ns,tau_fall_ns,cfd_fraction,sem_time_ns
EJ-230,650,L,N1,7.687900819277691,10000,0,16.0,1366.709274447293,0.0184,2.0255190500178344,9.057451019505546,17.74129348423176,,,,,
EJ-230,650,L,N2,7.84228893552254,10000,0,19.0,1375.9571583155098,0.0085,2.6257547775619092,11.238824321790606,20.372935364063057,,,,,
EJ-230,650,L,N5,8.140667964068646,10000,0,26.0,1395.6073434073683,0.0034,3.641339444771657,14.76829229090253,24.601856756004963,,,,,
EJ-230,650,L,N20,9.076141311666836,10000,0,42.0,1463.7930614395016,0.0323,5.8823165793521195,22.945935602818174,37.1823676715161,,,,,
EJ-230,650,L,N100,13.845746429163064,2414,7586,104.0,1861.1073050777823,0.013256006628003313,14.31911047137703,44.93552359066881,60.00000000000006,,,,,
EJ-230,650,L,CFD_fastic_measured_14,9.102338819277689,10000,0,42.0,1467.3153790925444,0.0158,5.992633035923508,23.221967508476837,35.32045355805484,fastic_measured,2.0,3.0,0.14,0.0017583235581650086
EJ-230,650,L,CFD_fastic_measured_24,9.528412819277692,10000,0,54.0,1517.0458257080954,0.097,7.539779692144448,27.424768788804876,40.25932899249774,fastic_measured,2.0,3.0,0.24,0.0018941460701353123
EJ-230,650,L,CFD_penarodriguez_shortened_14,9.102338819277689,10000,0,42.0,1467.3153790925444,0.0158,5.992633035923508,23.221967508476837,35.32045355805484,penarodriguez_shortened,2.0,3.0,0.14,0.0017583235581650086
EJ-230,650,L,CFD_penarodriguez_shortened_24,9.528412819277692,10000,0,54.0,1517.0458257080954,0.097,7.539779692144448,27.424768788804876,40.25932899249774,penarodriguez_shortened,2.0,3.0,0.24,0.0018941460701353123
EJ-230,650,L,CFD_fast_contrast_14,8.56094681927769,10000,0,33.0,1421.4229975944768,0.0011,4.650792559730952,18.378470606777682,29.380602387730494,fast_contrast,0.5,2.0,0.14,0.001732137027932393
EJ-230,650,L,CFD_fast_contrast_24,8.84226281927769,10000,0,39.0,1445.2606133823,0.0016,5.314554480148734,21.094042052785547,32.23502764337351,fast_contrast,0.5,2.0,0.24,0.0019129285989839698
EJ-230,650,R,N1,0.513173439901634,10000,0,2.0,55.37163187585131,0.5233,0.0,20.327890881258003,39.51939885617251,,,,,
EJ-230,650,R,N2,0.5232644329074209,10000,0,4.0,64.29325878327714,0.7976,0.0,39.45058591912007,39.899318496948595,,,,,
EJ-230,650,R,N5,0.5320295656481732,10000,0,4.0,64.54661904758177,0.9274,9.874832234046197,39.447531875623014,39.671380911318934,,,,,
EJ-230,650,R,N20,0.56592616124286,10000,0,4.0,68.14040878293238,0.7929,6.598686814029613,39.31960817346674,40.299219547008136,,,,,
EJ-230,650,R,N100,0.8023814069375614,10000,0,3.0,66.05658450499959,0.1118,0.0,36.647136238734475,63.40284894280507,,,,,
EJ-230,650,R,CFD_fastic_measured_14,1.588425439901634,10000,0,5.0,76.84366071222294,0.0099,4.1475294559414175,47.74095878215063,73.94138498249362,fastic_measured,2.0,3.0,0.14,0.00024373559784792833
EJ-230,650,R,CFD_fastic_measured_24,1.9094494399016342,10000,0,5.0,80.58687986591123,0.0077,5.6269196076023835,50.111999294926505,76.2363897490269,fastic_measured,2.0,3.0,0.24,0.0002595598866514651
EJ-230,650,R,CFD_penarodriguez_shortened_14,1.588425439901634,10000,0,5.0,76.84366071222294,0.0099,4.1475294559414175,47.74095878215063,73.94138498249362,penarodriguez_shortened,2.0,3.0,0.14,0.00024373559784792833
EJ-230,650,R,CFD_penarodriguez_shortened_24,1.9094494399016342,10000,0,5.0,80.58687986591123,0.0077,5.6269196076023835,50.111999294926505,76.2363897490269,penarodriguez_shortened,2.0,3.0,0.24,0.0002595598866514651
EJ-230,650,R,CFD_fast_contrast_14,1.1830314399016342,10000,0,4.0,72.16843182424284,0.0335,0.0,43.49565648940815,70.34545606825587,fast_contrast,0.5,2.0,0.14,0.0002463694230013401
EJ-230,650,R,CFD_fast_contrast_24,1.389595439901634,10000,0,4.0,74.44427369766488,0.0171,3.601373008508652,45.68124454380383,71.99516047440599,fast_contrast,0.5,2.0,0.24,0.00025463000278254453
